Lorentz_N=1;	Lorentz_N=2;	Lorentz_N=10;	Lorentz_N=100
2.24094e-01;	-2.01439e+00;	-1.00446e-01;	2.20773e+00
1.58397e+00;	7.49786e-01;	5.35986e-01;	2.54732e-01
-3.18662e-03;	2.73652e-01;	9.66999e-01;	1.20311e+00
-8.46220e+02;	2.03177e+00;	1.57124e+00;	-4.77457e+00
-1.33033e+00;	8.65873e-01;	1.20839e-01;	9.42485e-01
-1.01215e+00;	1.29779e+00;	8.98012e-02;	7.37637e-01
-2.93095e+00;	-2.53840e+00;	-1.19085e+00;	3.92590e-02
2.43692e-01;	7.77705e-01;	-2.51565e-01;	2.31080e-01
-2.41270e-01;	-2.65630e-01;	1.32528e-02;	-2.62539e+00
-7.83203e-01;	2.05711e+00;	4.11083e-01;	-1.12803e+00
8.92521e-01;	1.14011e+00;	1.22808e+00;	-2.15394e-01
-1.21094e+00;	6.95812e-01;	1.40359e+00;	-1.28901e+00
-3.74790e+00;	1.35488e+02;	-3.42595e+00;	-7.62060e-01
-4.70954e-02;	1.04043e+00;	3.81805e+00;	8.83275e-01
2.14516e+00;	-7.09086e+01;	1.26480e+00;	-4.53891e-01
-3.41806e-01;	-9.30464e-01;	7.27147e-01;	7.92488e-01
2.12757e-01;	1.37249e+00;	-7.25861e+00;	-7.54070e-01
3.61576e+00;	3.56899e-01;	4.14942e-01;	-2.57726e+00
-6.35012e-01;	1.25680e+00;	-7.60008e-01;	-8.68240e+00
2.02558e-01;	2.81323e-01;	-1.84451e+00;	6.53136e-01
-2.57083e-01;	1.20586e-03;	4.91891e-01;	-9.78750e-02
-7.88506e-01;	-2.08593e+00;	1.96298e+00;	2.31844e-01
-4.74961e-01;	4.47913e-01;	-5.70726e+00;	1.14526e+00
1.66442e+00;	2.56131e+00;	-4.36761e-01;	-5.56397e-01
-5.84460e-01;	2.91506e-01;	-4.29035e+00;	-1.94984e+00
-1.28171e+00;	-1.82605e+00;	4.34092e+00;	8.70718e-01
9.58333e+00;	1.58959e+00;	-1.16455e+00;	6.11419e-01
-1.90337e-01;	2.19117e-01;	6.97361e+00;	1.02329e+01
-1.24050e+01;	-1.16155e+00;	2.67468e-01;	-3.45561e-01
5.31460e-01;	-7.00068e-01;	-8.01509e-01;	-1.23827e+00
1.88107e+00;	-8.49816e-01;	-3.72991e-01;	-7.69301e+00
-8.40732e-01;	5.76042e-01;	3.31922e-01;	3.78905e+00
-7.76526e-01;	2.86436e+00;	-7.42827e-02;	4.63532e+00
-2.92350e+00;	-2.28535e+00;	-1.76174e+01;	1.82326e+00
-3.07115e-01;	7.36023e-01;	3.66394e-01;	-5.41401e+00
-2.26079e+00;	-1.87863e+00;	6.23004e-02;	-8.94700e-02
3.11370e-01;	-2.59379e-01;	2.56399e+00;	4.20130e+00
1.03481e-01;	1.14614e-01;	-8.37461e-01;	6.51097e-01
1.80741e-02;	-7.60454e-01;	-5.81336e-01;	-5.99551e-01
4.34571e-01;	1.34565e+00;	-7.36600e-01;	3.51826e-01
-1.52151e-01;	9.62372e+00;	3.58021e-01;	9.54923e-01
1.76464e+01;	-1.85271e-01;	-1.68411e+00;	8.52270e-01
2.49725e-01;	1.59268e+00;	5.56004e-01;	-6.51023e-02
3.34671e+00;	-7.13737e-01;	1.06871e+00;	6.32920e-01
-1.34276e-02;	-7.17031e-01;	2.59211e-01;	-4.52392e-01
-2.67900e+00;	-1.00160e+00;	3.72015e-01;	7.21478e-01
6.75142e-01;	5.57594e-02;	-3.42661e-01;	3.67606e-01
-1.29336e+00;	2.88364e-01;	9.59917e-02;	-3.80339e+00
-7.64904e-01;	-6.23396e-01;	-3.71630e-01;	3.99262e+00
4.45619e-01;	-2.55562e+00;	7.33775e-01;	-3.63818e+00
1.63649e-03;	-3.14927e-01;	1.70206e+00;	2.12196e+00
-1.00139e+00;	9.05115e-01;	-4.21942e-01;	5.60691e+01
-1.83996e-01;	-4.74070e+00;	-7.48007e-01;	1.55590e+00
-5.56103e-01;	7.04764e-01;	1.12622e+00;	-4.89956e-01
1.29369e+00;	1.02684e+00;	-7.08317e-01;	3.58171e+00
5.06071e-01;	-1.17844e+00;	-1.81016e-01;	-1.56130e+01
1.68147e+00;	-4.32146e+00;	1.06095e+00;	-6.27520e-02
6.48305e+00;	2.52999e+00;	-5.37950e-01;	8.95470e-01
-6.74183e-01;	-1.02260e+00;	-6.66365e-01;	-1.16411e+00
1.80156e+00;	5.31346e+00;	4.21094e+00;	-2.66943e-01
-1.90724e+00;	1.04735e+00;	2.87494e-02;	-7.42003e-01
2.29348e-01;	-1.01147e-01;	6.77248e+00;	-2.42102e+00
-4.51053e-01;	7.32863e+00;	3.95154e+00;	-3.40358e-02
-3.30556e-01;	-7.27754e-01;	-1.55013e+01;	5.49745e-01
-2.28758e+00;	2.06443e+00;	1.08612e+00;	-2.80091e+00
-3.48088e+00;	2.03685e+00;	2.65092e-01;	-1.95824e-02
-1.41397e+00;	-5.20646e-01;	-1.71808e-01;	-3.11647e+00
4.75803e-02;	1.09097e+00;	-3.01380e-01;	-8.55459e-01
-4.42543e-01;	8.14620e+00;	1.13785e+01;	-3.50128e+00
-1.13247e+00;	5.89569e-01;	6.60677e+00;	9.60350e-01
4.63600e-01;	-2.68514e+00;	5.34430e-01;	-2.31646e-01
1.84645e+00;	1.54753e+00;	-1.07174e+00;	-1.99207e+00
6.10697e-01;	9.46238e+00;	1.14078e+00;	-3.33061e-01
1.77374e+01;	5.69949e-02;	-8.82800e-01;	2.22609e+00
-4.80948e-02;	-4.06968e+00;	-2.01838e-01;	5.03812e+00
4.28430e+00;	1.15788e+00;	-5.75323e-01;	-4.68069e-01
3.60408e+00;	-1.70463e-01;	-5.72911e-01;	1.26561e+00
-1.30067e+00;	-9.23022e-02;	4.38085e+00;	-9.60767e-01
6.65619e-01;	-9.73395e-01;	2.95586e+00;	-1.55790e+00
-2.26653e+00;	-7.41920e+00;	2.75116e+00;	1.98736e-01
3.24345e+01;	2.27697e+01;	-8.19316e-01;	-1.74634e+00
3.65132e-01;	9.19417e-01;	1.12626e+00;	-1.76288e+00
-9.20506e-01;	-1.52850e-01;	-2.77763e+00;	-1.29915e+00
1.38539e+00;	2.54160e-01;	2.12330e+00;	4.44490e-01
1.08205e+00;	1.79171e+00;	7.26077e-01;	-7.20360e-01
-5.04648e-01;	-7.69693e-01;	-6.51370e+00;	2.14202e+00
-4.18336e+00;	-2.96133e-01;	-7.07144e-01;	1.97268e-01
9.09619e-01;	-1.80830e+00;	-6.49828e-01;	1.33714e+00
1.01255e+01;	-1.21011e+01;	-1.01487e+00;	4.52841e+00
-1.39246e+00;	-3.06578e+00;	3.82767e-01;	4.26068e+00
-5.82091e-01;	-5.33321e-01;	4.39600e+00;	3.44310e-01
2.02755e+00;	8.88456e-01;	-3.14203e-01;	2.00684e+01
-2.97482e+00;	1.69236e-02;	3.12004e+03;	-4.51616e-01
4.11443e+00;	7.57878e-03;	-4.55329e+00;	7.17417e-01
6.20230e-01;	-1.05958e+00;	5.59395e-01;	9.43138e-01
-2.63684e-01;	-3.10174e-01;	-1.21245e+00;	-2.65262e+00
-4.29710e+00;	-5.52242e+01;	-8.53216e-01;	1.82844e-01
4.34277e-01;	2.62692e+00;	1.42684e+00;	-2.30588e+00
-8.81545e-01;	2.07835e+00;	-1.12118e+00;	7.03862e-03
-1.05684e+00;	-6.65208e-01;	1.51972e+00;	7.39084e-01
4.28383e-01;	-4.21399e+00;	-1.11504e+00;	1.24013e+00
-4.85441e+00;	2.03557e+00;	-1.36984e-01;	3.07374e+00
1.68041e+00;	2.17536e+01;	1.41131e+00;	-2.44710e+00
6.03451e+00;	8.80386e-02;	-1.00121e+02;	1.23762e+00
6.91198e-02;	-1.77816e-01;	-1.11178e+01;	2.10233e-01
1.98906e+00;	1.37741e-01;	7.81846e+00;	-2.00719e+00
7.94470e-01;	-6.28693e-01;	-3.12590e+00;	-2.98838e+00
-2.39723e+00;	1.84809e+00;	-2.56259e+01;	5.33707e-01
-1.23624e+00;	-1.08726e-01;	-3.99160e-01;	-2.21880e+00
6.18515e-02;	1.28069e+00;	-2.33691e+00;	-2.57567e-01
1.07890e+00;	-3.21904e+00;	-1.31070e+00;	2.91879e+00
-2.80498e+00;	-1.38603e+01;	9.26902e-01;	-3.09843e-01
-9.20641e-01;	-2.72084e+00;	-1.16774e+00;	-1.50273e+00
6.48596e-01;	-7.29850e-01;	2.13754e+00;	-2.82571e-01
1.17618e+00;	-2.61055e-01;	-8.65736e-01;	2.93613e-01
-9.28116e-02;	-6.48496e-01;	2.06164e+00;	1.17795e+00
-1.63346e+00;	-1.31470e-01;	-1.04127e-01;	-2.47683e+00
4.28436e-01;	1.26672e+01;	7.23028e-01;	-1.70228e-01
1.46009e-01;	6.72114e-01;	-4.83476e+00;	2.08928e+00
1.62521e+00;	-1.27187e+00;	1.40365e-01;	-5.34412e-01
-1.11208e+00;	1.86174e-02;	-3.03781e+00;	-2.82421e+00
3.22651e-01;	1.71486e+00;	-4.68510e-01;	1.04646e+00
9.81068e-01;	2.37719e+00;	4.55235e+00;	1.19721e+02
-1.30625e-01;	4.58033e-01;	-6.13516e-01;	6.24388e-01
-2.24064e+00;	-4.46721e+01;	1.13291e+00;	1.18716e+01
-9.25254e-02;	1.46191e+00;	2.68004e+00;	-4.88432e-01
-4.35626e-02;	3.24409e-01;	-3.10853e+00;	1.13436e+01
-2.38694e+00;	-1.22366e+01;	2.36991e-01;	-9.40001e-02
-7.14179e+00;	-1.51416e+00;	-2.46821e+00;	1.28796e+00
-5.17230e-01;	2.21603e+00;	-4.75061e-01;	-6.74963e-01
3.53273e+00;	4.35402e-03;	-3.69902e-01;	1.38493e+00
-3.40490e+00;	1.36133e+00;	4.30649e-01;	6.19701e-01
-8.68557e-03;	4.14067e+00;	-1.99127e+00;	8.52754e+00
-4.79802e-01;	-2.77499e-01;	-5.14233e-01;	-1.37542e+00
-8.19857e+00;	1.56132e+00;	2.03777e+00;	-2.22675e-01
6.03143e-02;	-2.39031e-01;	2.47885e+00;	5.63222e-02
1.28717e+00;	7.11739e-01;	7.39336e-01;	-3.01938e-01
1.47617e+01;	2.70815e+00;	5.63009e-01;	1.77129e-01
-2.74632e-01;	-3.40677e+00;	-3.70075e-01;	-6.97115e-01
-1.73876e-01;	8.76699e+00;	1.86139e-01;	-3.28808e+00
-1.71828e+00;	-1.14899e+00;	1.87250e+00;	3.42642e-01
-1.46892e-01;	-4.85271e+00;	1.59053e-01;	-1.89996e+00
3.44882e+00;	4.43631e-01;	-6.17759e-01;	3.01704e-02
2.34789e+00;	8.68595e-01;	1.39792e+00;	-3.54472e-01
-1.73628e+00;	-6.70426e-02;	-2.52410e-02;	-6.78649e+00
1.74361e+00;	6.36130e+00;	3.86756e+00;	5.70742e-01
5.32948e-01;	-6.11810e-01;	8.50004e-01;	-2.08575e-01
1.83645e+00;	-6.08271e-01;	1.55621e+01;	1.28032e+01
8.46267e+00;	2.95814e+01;	6.48798e-01;	-1.63919e+00
-1.56936e+00;	2.26552e+00;	7.01362e-01;	1.17999e+00
-3.11148e+01;	8.84268e-01;	4.35296e-01;	-3.02893e-01
-3.63579e-01;	-2.11855e-02;	-1.03907e+02;	5.91773e-01
1.66837e-01;	1.09064e+01;	-8.64417e+00;	7.35814e-01
-4.32353e-01;	4.99791e-01;	4.83493e-01;	-9.04091e-02
7.36761e-01;	-4.07379e+00;	-2.76205e-01;	2.33988e-01
8.41536e-01;	-6.10692e-01;	-1.12146e+00;	1.56927e-01
1.47843e+00;	1.01909e+01;	8.76568e-01;	1.01633e+00
-7.60804e-01;	1.53192e+00;	1.62571e-01;	-3.13395e-01
-3.65845e-01;	7.94175e-01;	-1.32288e+00;	-5.64379e-01
-1.96025e-01;	-5.35108e-02;	-5.93844e-01;	7.06478e-01
-5.50373e+00;	1.90259e-01;	-8.22973e-01;	3.19156e+00
-9.05719e-01;	-5.26678e-01;	6.09151e-01;	3.53918e-01
3.06471e-01;	4.70324e-01;	-5.82279e-01;	-7.97989e-01
-1.66980e-01;	-2.85100e-02;	5.96380e-01;	6.63373e-01
-2.97682e-01;	1.17650e+00;	-1.58787e+00;	-1.32259e+00
-1.82894e+01;	-5.47837e-02;	1.85367e+00;	3.51133e-02
-1.60475e+00;	4.60631e-01;	1.30032e+00;	6.11586e+00
-7.00819e+00;	-2.00725e+00;	2.12342e+00;	1.78290e+00
2.22798e+00;	8.10460e-01;	9.65734e-01;	4.30084e-01
-1.07239e+00;	3.27327e-01;	1.53579e+00;	-1.06927e+00
-6.35970e-01;	7.23053e-01;	-1.01139e-01;	1.07686e-01
-4.21872e-01;	1.37343e+00;	-1.32184e+00;	3.90968e-02
1.34722e-01;	6.86928e-01;	-1.27895e+00;	1.64952e+00
-2.72699e-02;	2.07738e+00;	-3.79307e-01;	2.30032e+00
2.90869e+00;	2.06433e+00;	4.94362e+00;	8.28069e-01
8.03924e-01;	1.70229e+00;	2.01347e-01;	2.18579e+00
-1.01614e-01;	-7.83964e-01;	2.99614e-01;	-9.33498e-01
-1.38200e+00;	1.07841e-01;	1.56246e+01;	-4.88435e-01
-1.56375e-02;	4.78826e-01;	4.15659e+00;	1.37342e+00
4.25744e-01;	-6.02712e-01;	-7.68738e-02;	4.21837e-01
1.18538e+00;	-1.83083e+00;	1.40875e-03;	-1.40236e+00
2.51569e+00;	-7.78995e+00;	3.01763e+00;	-3.65914e+00
-1.20377e+00;	4.21677e-01;	-6.11928e+00;	1.17043e+00
3.63077e+00;	3.08315e+00;	5.09250e-03;	4.91548e-02
1.08737e-01;	-4.28764e-01;	-2.30012e-01;	-7.05878e-01
5.13790e+00;	-1.65818e+00;	-9.89007e-01;	-3.32234e-01
2.08679e-01;	2.93317e-01;	3.52112e+00;	6.09198e-01
1.20589e+00;	3.14476e-02;	-9.02783e-01;	9.19308e-01
2.36439e-01;	2.12628e-01;	-2.21589e+00;	3.19915e-01
-4.82984e+01;	3.07658e-01;	-7.72817e-01;	1.97585e+00
2.59002e-01;	2.63152e-01;	-2.88002e-01;	-8.29812e-01
5.69144e+01;	1.09227e+00;	-1.18847e+00;	2.57634e+00
-5.35184e-01;	-9.73016e-01;	-7.40592e-01;	3.43182e-01
-2.71213e-01;	2.47423e-01;	1.02532e+00;	8.46731e-01
-8.35400e-02;	-9.33086e-01;	3.37496e+00;	-1.00200e+00
-1.09485e+00;	9.22571e-01;	1.41944e+01;	-9.13163e-02
-6.84553e-01;	-2.45598e-01;	-4.49024e+00;	-2.41727e+00
-2.65518e+00;	2.57901e-01;	-3.19232e+00;	6.65324e+00
-1.61845e-02;	2.09837e+01;	-2.30230e+00;	-1.57412e+00
5.61340e-01;	-6.08817e-01;	-2.43521e+01;	7.07649e-01
7.97637e-01;	1.51918e-01;	6.46202e-02;	8.02144e+00
2.38917e+00;	5.29637e+00;	3.61754e-01;	1.24564e-01
-3.88305e-01;	3.91542e-01;	2.87571e-01;	-2.37289e-01
5.89195e-01;	1.78622e+00;	4.25158e-01;	-2.35843e+00
2.66249e+00;	-3.97967e-01;	3.43025e-01;	-1.54364e+00
-1.86633e-01;	1.35720e-01;	-1.96565e+00;	-9.66832e-01
9.74246e-01;	1.30816e-01;	-4.29954e-01;	-3.16639e-01
-1.66401e+00;	1.43027e+00;	-8.54883e-01;	-1.92434e+00
-2.71225e-01;	-2.43365e-01;	2.36817e+00;	1.43570e+00
6.75984e-02;	-6.39291e-01;	8.73196e-01;	1.08811e+00
-4.02649e+00;	-1.83153e+00;	-4.06803e+00;	-1.65303e-01
-7.86542e+01;	9.01305e-01;	-3.41468e-01;	1.44955e+00
3.00562e+00;	3.82308e-02;	-1.73254e-01;	-1.07672e+01
7.56590e-01;	6.03617e-01;	-3.63440e-01;	-1.31575e+00
4.33678e+00;	2.42404e-01;	-4.23317e-01;	-4.14990e-01
-5.85687e-01;	-7.61296e-01;	-1.89523e+00;	-1.45377e+00
6.51525e+00;	6.45322e+00;	8.11896e-01;	-1.27959e-01
-7.15455e-01;	-3.74968e-01;	-4.25019e-01;	3.80535e+00
-1.78248e+00;	-5.57896e-01;	-1.39041e+00;	-8.95661e-01
2.03632e-01;	1.69902e-01;	-2.02455e-01;	-1.95671e+00
-2.02391e-01;	2.96227e+00;	-7.80251e-01;	-5.84708e-01
-6.93841e-01;	2.47087e+00;	-1.07620e+00;	-5.39710e+00
2.99162e+00;	-9.79130e-01;	-6.21535e+00;	-2.80499e-01
-1.83840e+00;	2.37267e+00;	2.88901e+00;	1.57343e+00
7.31559e-03;	-1.45579e+01;	6.84502e-01;	6.39722e+00
-3.12881e-01;	-1.12658e-01;	-6.79594e-01;	9.53107e-01
-3.87469e+00;	7.43311e-01;	1.01942e+00;	9.73384e+00
2.66537e+00;	-4.99075e-01;	3.84984e-01;	-4.75523e+00
9.28771e-01;	-9.00974e-01;	2.19127e-01;	-2.62384e+00
-7.22752e+00;	-2.71085e-01;	8.28002e+00;	3.31786e+01
-8.40044e+00;	-1.55131e+00;	7.53300e+01;	-4.67142e+00
1.19196e-01;	1.30792e+00;	-5.77109e+00;	1.04821e+00
3.91870e-01;	-9.66171e-01;	2.40234e+02;	1.58848e-01
2.39004e-01;	-3.44211e+00;	-4.75147e+00;	7.01707e-01
-4.66567e-01;	2.53433e+00;	-1.83919e-01;	1.40389e+00
-4.40183e-01;	-9.38471e-01;	-3.67870e-02;	1.11523e+00
3.16207e+00;	4.12659e+01;	3.07003e+00;	-1.08940e+00
8.93475e-02;	7.39680e-01;	-9.77281e-01;	-1.23993e+00
-3.83028e+00;	-1.97988e+00;	-5.69298e-01;	-1.20588e+00
2.71793e-01;	9.57077e-01;	4.49849e-01;	2.04031e+00
-2.28596e+01;	-9.84757e-01;	2.40908e-01;	-1.90685e+00
-4.34656e+00;	-1.02278e+00;	5.60974e-01;	-1.61707e-01
-7.51225e-01;	3.61593e-01;	1.48450e+00;	3.86695e-01
-1.59851e-01;	-2.90896e+00;	-9.90866e-01;	-6.37463e-02
2.45280e+00;	1.21764e+00;	3.95284e+00;	9.11867e+00
-4.02765e+00;	6.76452e+00;	-2.05098e-01;	-5.32806e-01
-7.52211e-03;	6.80732e-01;	5.43249e-01;	4.15885e-01
3.04174e-01;	1.97896e+01;	4.78148e+00;	1.61113e+00
-3.72921e-02;	-9.40275e-02;	9.30209e-01;	5.43717e-01
-3.33413e+00;	-1.59205e+00;	5.68643e-02;	-4.79865e+00
-1.27874e-01;	-1.39742e-01;	-1.27650e+00;	-3.73339e-01
-6.22942e-01;	4.97383e-01;	3.50224e-01;	8.76783e+00
1.55640e+00;	-1.27840e-01;	-1.36900e+00;	1.14306e+00
1.98674e+00;	1.64248e+00;	1.43188e-01;	-3.93116e-01
-1.76062e+00;	1.85558e+00;	-4.25192e+00;	2.15742e+00
-2.68675e-01;	-2.22639e+00;	3.99112e+00;	-1.03785e-01
5.23555e-01;	-5.31571e-01;	7.66669e-01;	-8.37839e-01
4.72194e+00;	7.06627e-01;	-5.51494e-01;	-2.89919e+00
-1.28859e+00;	2.42045e-01;	-5.97674e-01;	3.30754e-01
-6.39850e-01;	1.76648e+00;	-1.16025e+00;	-3.75575e-01
1.23705e+00;	1.44615e+00;	3.37054e-01;	4.63886e-01
-8.80527e-01;	-1.81941e-01;	2.56867e+00;	1.19806e-01
-1.59085e+00;	1.42280e+00;	-2.97317e+00;	-1.42453e-01
2.82694e+00;	-5.83342e-01;	-4.25575e-01;	-2.74105e+00
6.40999e-01;	1.80100e+00;	6.36010e-01;	7.03518e-01
1.21323e+00;	5.44232e-01;	4.39376e+00;	1.01665e+00
-5.05101e-01;	1.87507e-01;	-5.89392e+01;	-1.27973e+00
-6.64546e+00;	6.94391e-01;	-2.69745e+00;	-1.60950e+00
-4.89586e-02;	-1.54914e+00;	-1.76650e+00;	-9.11746e-01
-6.37905e-01;	-2.94016e+00;	-1.45696e+00;	1.96892e-01
-1.03043e+00;	-2.03186e+00;	-2.44148e+00;	-7.93255e+00
2.45482e-01;	-4.84790e-01;	-1.91699e+01;	2.09910e-01
1.42214e+00;	-5.60110e-01;	-1.10165e+00;	-6.69171e-01
-9.92446e+00;	-7.44736e-01;	-9.81605e-01;	-7.70563e-02
1.03946e+00;	1.28535e+00;	1.45560e-01;	-6.23307e-01
-2.40442e+00;	5.91985e-01;	1.26255e+00;	5.12228e+00
2.03759e-01;	1.49051e+00;	2.96759e+00;	-2.52564e-01
-9.24170e-01;	8.28239e-01;	-2.68458e-01;	1.17403e+00
-3.08353e+00;	1.27761e+00;	2.45780e-01;	5.40079e-01
-2.98223e-01;	1.06312e+00;	-9.27838e+00;	-9.42585e-01
9.63496e-01;	1.01267e+00;	7.67164e-01;	8.92442e-01
-4.89363e-01;	-2.23940e-01;	-3.88168e-01;	-7.42006e-02
6.73999e-01;	5.73543e-01;	3.46854e-01;	-1.74488e+00
3.08960e+00;	1.50676e+00;	7.19051e-01;	-4.78253e+00
3.65929e-02;	1.94583e+00;	-9.98969e-01;	1.01335e+00
-6.80870e-02;	-6.10938e-01;	-3.19258e-02;	4.21073e-01
2.41869e+00;	4.25143e-01;	-3.05000e-01;	-6.91383e-01
-1.68328e+00;	5.93258e-01;	-8.49726e-01;	2.82653e+01
3.26481e-01;	5.66972e+00;	4.36712e-01;	-8.67827e+00
-7.45578e-01;	6.03182e-01;	5.79776e+00;	9.80674e-01
-1.30012e+02;	1.99351e+00;	5.74551e-01;	1.86756e-01
7.25647e+00;	-4.15850e-01;	3.38029e-01;	-7.43815e-01
4.17625e+00;	-3.25833e-01;	1.03407e+02;	1.18927e+01
5.65609e-01;	-1.01520e+00;	-7.66046e-01;	2.25296e-01
-1.24610e+00;	5.49245e-01;	8.36727e+00;	5.22970e+01
6.32832e-01;	2.78154e-01;	-1.37646e+01;	-2.80755e+00
-3.86767e+00;	-1.18773e+01;	7.36146e-01;	-1.16924e+00
-1.50707e+00;	5.68456e+00;	-1.82812e+00;	-1.93835e-01
-9.54234e-01;	2.09838e+00;	-1.12567e+00;	-1.07787e+00
-3.97085e-01;	-7.34159e-02;	-1.73613e+00;	-7.81997e+00
-4.50488e-01;	1.78878e+00;	-1.12500e+00;	-1.36291e+00
-5.24225e-02;	-6.07893e-01;	3.75331e+00;	2.65407e+00
-8.85432e-01;	2.32486e+00;	3.05724e+00;	-1.79664e+00
-2.40359e-01;	2.26353e+00;	2.38731e+01;	1.21387e-01
-1.80729e+00;	-1.88622e+00;	-6.25101e-01;	8.04970e-01
-5.73297e-01;	2.25464e-01;	5.17623e-02;	6.77668e-01
-3.35013e+00;	9.71812e-01;	-5.43636e-01;	6.12646e-01
1.12920e+00;	2.59342e+00;	-1.14248e-01;	-1.00760e+00
5.27859e-02;	-1.68251e+00;	2.09921e+00;	-5.72237e-01
2.61625e+00;	1.43668e+00;	9.85146e+00;	-2.88930e-01
-1.01257e-01;	3.29784e-01;	-6.67162e-02;	-6.15280e-01
-2.92510e+00;	2.09033e+00;	-1.31574e+00;	-2.81256e-01
-1.19970e-02;	-1.93698e+00;	-2.16995e+00;	-3.29787e-01
-8.80182e+00;	2.03138e+00;	-1.11447e+01;	-2.61773e+00
4.08108e+00;	4.28511e+00;	-1.62196e-01;	1.17123e+00
1.35455e+00;	2.01797e+00;	-4.37427e-01;	1.54221e+01
1.21001e+00;	5.74932e-01;	2.92924e+00;	1.57169e-01
1.06067e+00;	1.97081e+00;	1.35480e+00;	-1.93248e+00
-1.51663e+00;	2.66388e+01;	-1.78040e+00;	1.40145e+01
4.82277e+00;	-8.67985e+00;	-1.39624e+00;	-2.83709e-01
5.64267e+02;	-2.28180e+00;	-2.76084e+01;	1.05622e+00
1.51448e+00;	2.66026e+00;	-1.13752e+00;	-7.75924e-01
-1.20444e+00;	3.65667e-01;	-4.09059e-01;	4.23040e+00
1.02377e+00;	-1.66967e+00;	-2.28770e+00;	-4.36107e-01
1.07304e+00;	-3.93558e+00;	3.42004e-01;	4.09004e-01
-2.62458e-01;	-7.86464e-01;	-1.04037e+00;	4.18510e-01
-7.98016e+00;	1.67141e+00;	9.53825e-02;	-8.16790e-01
3.60626e+00;	1.80598e-02;	1.00589e+00;	9.23981e-01
-3.57793e+00;	-1.50096e+01;	8.13802e-01;	-4.44116e-01
-1.19157e-01;	-2.24484e-01;	4.71673e-01;	-1.59705e+00
-1.24002e+00;	5.30289e-01;	-1.17106e+01;	8.92351e-02
6.15577e+00;	-5.03950e-01;	1.12325e+00;	1.36774e+00
-2.85316e-01;	-2.73490e+00;	1.54607e+00;	3.26265e-01
-3.61089e-01;	-5.15882e-01;	-1.55744e+00;	-6.76279e+01
5.22413e-01;	-8.41772e-01;	-9.03951e-01;	6.48051e-01
-6.09532e-01;	5.54513e-01;	1.43557e-02;	-4.05885e+01
-3.78049e+00;	-1.53792e+01;	-5.59282e-01;	-1.87191e-01
9.51298e+00;	1.11701e+00;	-2.74131e+00;	-1.01426e+00
7.40895e+00;	9.87956e-01;	-3.35714e-01;	-1.03753e-01
-2.64762e+00;	7.40110e+00;	-1.98653e+00;	1.11202e+00
1.30527e+00;	4.77140e-01;	6.29718e-01;	-1.75367e-01
1.30056e-02;	3.24272e-01;	1.03737e+00;	9.59986e-01
-1.14812e+00;	7.11646e-01;	6.65992e+00;	1.40015e+00
5.85751e-01;	-2.25441e+00;	-4.22977e-01;	-2.46319e-01
-1.22622e+00;	2.58206e+00;	8.89098e-01;	2.09148e-01
-1.54411e+00;	-9.29141e+01;	-4.20790e-01;	-9.06358e-01
-3.26033e+00;	1.63700e+01;	1.60525e+00;	-3.49364e+00
-1.20037e+02;	8.69154e-01;	-1.57794e-01;	3.26230e-01
2.89279e-01;	4.15711e-01;	-2.80998e-01;	-1.27982e+00
2.80128e+00;	1.14048e-01;	9.72613e+00;	-1.34304e+00
-1.13555e+00;	-2.28343e-01;	1.80894e-01;	-2.08074e+00
4.27844e+00;	-4.00118e+00;	3.55492e+00;	-1.33547e-01
1.18519e-01;	-2.64525e+00;	1.35766e+00;	3.98059e-02
-9.81153e-01;	-1.35534e+01;	8.45240e-01;	3.62336e-01
8.46679e-01;	5.99439e-02;	7.05779e+00;	2.49143e-01
-9.62538e-01;	-1.52648e+00;	1.05111e+01;	6.60213e-03
3.82229e-01;	1.28494e+00;	8.87988e-01;	-7.09471e-01
1.77716e-01;	3.20751e+00;	-1.49823e+00;	2.20427e+00
2.48074e+00;	-5.05955e-01;	8.00590e-01;	-2.63701e-01
4.65738e-01;	-1.36486e+00;	7.13044e-01;	3.24878e-01
1.76750e+00;	-1.33611e+01;	-1.16442e-02;	5.53968e-01
-1.54721e+00;	1.93877e+00;	-1.91682e+00;	-4.76143e-01
7.78501e+00;	-4.96861e+00;	-1.89448e+00;	-3.36912e+00
-5.28283e-01;	-1.36843e-01;	-3.06194e+00;	4.88425e-01
1.42745e-01;	3.04826e-01;	-8.91555e-01;	-6.56056e-01
1.26754e-01;	2.22489e+00;	5.59777e-01;	9.71009e-02
9.25214e+00;	2.59312e-01;	-1.28362e+00;	-1.86705e+00
1.99105e-01;	-3.49751e+00;	2.31024e-01;	-4.85727e-01
1.51459e-02;	-2.86010e-01;	6.82981e-02;	-5.42469e-02
9.12785e-01;	4.82286e-01;	-1.87076e+00;	6.51291e-01
8.45120e-01;	2.19631e+00;	-6.91606e+00;	2.01249e+00
1.76505e+00;	5.58442e-01;	-4.16063e+00;	-3.54577e-01
-2.52266e+00;	1.91978e-01;	-1.48183e-02;	-2.84645e+00
-7.25583e-01;	-4.90441e+00;	1.03130e+00;	-8.63366e-01
1.37229e+00;	-2.01933e-01;	6.45454e-01;	-9.46554e-02
3.29796e+00;	-1.44177e-01;	-8.43468e+00;	5.04452e-01
2.05709e+00;	-1.10146e+00;	1.93348e+00;	2.07208e+00
