Exp_N=1;	Exp_N=2;	Exp_N=10;	Exp_N=100
5.02415e-02;	5.48994e-01;	8.58312e-01;	8.97414e-01
2.49311e+00;	8.02219e-01;	3.36404e-01;	9.74020e-01
4.23829e-01;	1.45438e+00;	7.15674e-01;	9.12714e-01
9.63801e-01;	5.58352e-01;	1.28852e+00;	8.62357e-01
3.73900e-01;	4.50997e-01;	5.83600e-01;	1.01136e+00
5.56152e-03;	7.05052e-01;	1.24997e+00;	1.04690e+00
2.48803e-01;	1.98660e-01;	1.00741e+00;	9.29403e-01
1.65696e+00;	1.23437e+00;	8.99461e-01;	9.50319e-01
2.22557e-01;	1.96011e+00;	6.47937e-01;	9.35669e-01
1.32192e-01;	6.70025e-02;	8.47239e-01;	1.08614e+00
4.60711e-01;	1.96668e+00;	9.06394e-01;	1.10043e+00
4.70914e-01;	1.71533e+00;	1.23590e+00;	1.21905e+00
1.68510e+00;	3.29288e-01;	8.47912e-01;	9.07003e-01
9.73457e-02;	1.04302e+00;	1.63787e+00;	8.37668e-01
2.06179e+00;	6.68704e-01;	8.61409e-01;	1.23778e+00
4.91151e-01;	5.45365e-01;	7.96603e-01;	9.15339e-01
1.65243e+00;	8.28343e-01;	1.20886e+00;	9.05509e-01
7.57573e-01;	6.79877e-01;	1.63448e+00;	8.77790e-01
2.40595e+00;	1.90474e-01;	1.71948e+00;	8.81467e-01
1.48292e+00;	1.24375e+00;	8.48621e-01;	9.66863e-01
8.10422e-01;	1.50996e+00;	8.01419e-01;	9.74300e-01
1.50121e+00;	6.27219e-01;	1.21557e+00;	9.85707e-01
2.69186e-01;	1.45920e+00;	1.45574e+00;	9.92056e-01
4.35047e-01;	6.09644e-01;	7.04956e-01;	9.81041e-01
5.71066e-02;	1.07622e+00;	1.69857e+00;	1.01491e+00
1.54367e+00;	1.00879e+00;	1.85737e+00;	8.79590e-01
2.09313e-01;	2.18477e+00;	5.53207e-01;	1.04991e+00
9.64488e-02;	4.77770e-01;	1.76493e+00;	9.28585e-01
8.46207e-01;	2.14874e-01;	9.84328e-01;	9.93771e-01
4.54907e-01;	8.11541e-01;	1.17391e+00;	1.06216e+00
7.22483e-01;	1.17319e+00;	8.47171e-01;	1.09593e+00
1.83533e+00;	2.78054e-01;	1.17964e+00;	1.02986e+00
2.38123e+00;	1.09411e+00;	8.14568e-01;	1.19212e+00
2.64512e-01;	3.40352e-01;	9.76394e-01;	9.41278e-01
1.25750e+00;	6.06736e-01;	1.23155e+00;	9.07153e-01
2.16024e+00;	1.08577e+00;	1.09042e+00;	1.16529e+00
5.96600e-01;	8.75613e-01;	6.83239e-01;	9.95944e-01
6.16936e-01;	1.67691e+00;	8.69927e-01;	1.05460e+00
1.17078e+00;	5.91653e-01;	8.85749e-01;	9.32914e-01
2.44851e+00;	1.06428e+00;	1.20250e+00;	9.07604e-01
2.35246e+00;	2.57112e-01;	8.22924e-01;	1.07119e+00
6.14182e-01;	7.05135e-01;	1.20432e+00;	9.67067e-01
8.68450e-01;	6.57775e-02;	9.95085e-01;	1.11202e+00
3.07959e+00;	4.25438e-01;	1.42535e+00;	1.03279e+00
1.81270e+00;	1.19067e-01;	8.10938e-01;	1.13644e+00
3.65998e-01;	2.44834e-01;	8.21461e-01;	8.82811e-01
2.30815e+00;	2.75149e+00;	1.29804e+00;	1.03333e+00
6.41635e-01;	3.83993e-01;	1.16879e+00;	9.31649e-01
1.29499e+00;	6.92618e-01;	1.02850e+00;	8.90271e-01
2.27833e+00;	1.08682e+00;	9.21227e-01;	9.48729e-01
3.47962e+00;	2.87951e+00;	6.43462e-01;	1.01292e+00
4.66956e-01;	1.18918e+00;	1.16666e+00;	1.01859e+00
1.17015e-01;	6.77185e-01;	6.02717e-01;	1.03527e+00
1.80163e+00;	4.07524e-01;	9.88527e-01;	1.04590e+00
1.86026e+00;	1.78851e+00;	1.18563e+00;	9.19667e-01
1.93232e+00;	1.50804e+00;	7.67831e-01;	9.89859e-01
6.47785e-01;	1.86668e+00;	9.37162e-01;	1.17332e+00
7.60111e-01;	8.86579e-01;	5.31871e-01;	9.99717e-01
8.28261e-01;	7.94804e-01;	9.45400e-01;	8.22126e-01
1.69699e-01;	2.86590e-01;	1.23840e+00;	1.08676e+00
8.19954e-01;	9.57721e-01;	1.13040e+00;	1.04322e+00
1.30936e+00;	2.97775e-01;	1.09415e+00;	9.00269e-01
4.35914e-01;	2.20545e+00;	3.33879e-01;	9.33749e-01
7.64642e-01;	5.10198e-01;	9.50015e-01;	1.00739e+00
1.13868e+00;	3.54670e-01;	9.41599e-01;	1.07844e+00
1.39500e-01;	1.52969e+00;	6.37276e-01;	9.62524e-01
3.78750e-01;	5.85073e-01;	1.12562e+00;	9.75520e-01
7.71766e-01;	5.48822e-01;	8.17555e-01;	9.38284e-01
1.90273e-01;	2.44784e-01;	1.50616e+00;	1.02907e+00
8.69323e-01;	5.36444e-01;	5.87537e-01;	1.09832e+00
9.03919e-02;	4.55453e-01;	8.49002e-01;	9.01870e-01
2.19337e+00;	4.71547e-01;	1.34400e+00;	1.06626e+00
2.48476e+00;	1.30097e+00;	9.99297e-01;	8.42344e-01
4.24939e-02;	2.15391e-01;	1.26728e+00;	8.96378e-01
4.52098e-01;	8.24090e-01;	8.23635e-01;	1.02426e+00
4.10260e+00;	1.18454e+00;	8.83997e-01;	1.17943e+00
1.71584e+00;	6.73313e-01;	1.72877e+00;	9.18749e-01
2.68581e-01;	1.44420e+00;	1.07171e+00;	1.03507e+00
7.41925e-01;	2.06321e+00;	1.05054e+00;	1.09400e+00
3.04988e-01;	2.00988e+00;	8.21137e-01;	1.05190e+00
3.82206e+00;	7.00471e-01;	1.11585e+00;	8.05592e-01
8.74877e-01;	9.84749e-01;	7.64697e-01;	1.01386e+00
7.95040e-01;	6.88416e-01;	6.66621e-01;	1.01013e+00
2.43253e-02;	8.90308e-01;	6.15916e-01;	1.11127e+00
2.65499e-01;	5.74465e-01;	5.63936e-01;	9.75302e-01
1.83126e+00;	7.39760e-01;	5.20468e-01;	8.77765e-01
1.26786e-01;	8.21285e-01;	3.95258e-01;	8.97910e-01
1.33254e+00;	7.48042e-01;	1.16437e+00;	1.00690e+00
2.55456e-01;	1.10604e+00;	1.09927e+00;	9.76174e-01
3.30848e-01;	1.06379e+00;	6.70044e-01;	9.27813e-01
1.48353e-01;	6.75456e-01;	9.52368e-01;	1.14086e+00
1.60821e+00;	5.64478e-01;	1.04186e+00;	9.84874e-01
1.49947e+00;	1.18781e+00;	8.65240e-01;	9.32504e-01
1.26434e+00;	1.42662e+00;	1.33944e+00;	9.38245e-01
8.62972e-01;	1.43665e+00;	1.47992e+00;	9.05768e-01
2.40951e+00;	2.36526e-01;	1.43026e+00;	8.62078e-01
1.05006e+00;	2.29134e+00;	1.16109e+00;	1.01877e+00
1.88123e+00;	5.03906e-01;	7.30906e-01;	9.19975e-01
3.07716e+00;	4.19775e-01;	6.60561e-01;	1.07187e+00
1.58114e+00;	8.39000e-01;	1.40764e+00;	1.02762e+00
6.47168e-01;	2.50523e+00;	8.14253e-01;	9.23089e-01
2.82415e-01;	2.10142e+00;	9.91394e-01;	1.22616e+00
1.51903e+00;	3.99080e-01;	9.28675e-01;	8.07399e-01
1.68023e+00;	6.64353e-01;	1.10014e+00;	1.13461e+00
1.82056e+00;	4.54748e-01;	1.14552e+00;	1.03306e+00
1.01309e+00;	3.06760e-01;	9.86765e-01;	9.63715e-01
1.06267e-01;	1.77536e-01;	1.28181e+00;	9.09788e-01
1.05950e+00;	1.34788e+00;	6.40860e-01;	9.29380e-01
2.60423e-01;	1.19731e+00;	6.43258e-01;	8.22831e-01
1.92952e-01;	7.54284e-01;	1.28419e+00;	9.64653e-01
1.90762e+00;	1.11103e+00;	1.03006e+00;	8.94933e-01
8.57089e-01;	4.86385e-01;	1.26601e+00;	9.62621e-01
1.21828e+00;	4.89107e-01;	1.23248e+00;	8.42751e-01
8.56571e-01;	3.07785e-01;	6.75178e-01;	9.42469e-01
3.18315e+00;	1.83688e+00;	9.73133e-01;	9.40660e-01
2.32877e-01;	9.12110e-01;	7.77886e-01;	9.94581e-01
6.74342e-01;	6.77019e-01;	1.08938e+00;	1.23302e+00
6.21056e-01;	6.79123e-01;	7.54721e-01;	9.80588e-01
3.55686e-01;	9.63314e-01;	7.43350e-01;	1.01416e+00
2.31999e+00;	5.37433e-01;	1.06116e+00;	9.77839e-01
6.11820e-01;	8.57913e-01;	6.41196e-01;	9.54275e-01
3.65336e-02;	6.46217e-01;	1.16032e+00;	1.21857e+00
5.05772e+00;	1.85569e+00;	1.37291e+00;	9.57437e-01
1.93342e+00;	7.71585e-01;	9.60090e-01;	8.93072e-01
4.92529e-02;	1.19550e+00;	1.26876e+00;	1.01652e+00
9.48275e-01;	3.54013e-01;	9.60666e-01;	8.78095e-01
2.59569e-02;	2.66562e-01;	7.70429e-01;	1.25739e+00
8.81158e-01;	2.13172e-01;	7.33395e-01;	1.11592e+00
1.56731e+00;	3.02258e-01;	4.84890e-01;	8.63365e-01
5.44999e+00;	1.06401e+00;	7.54172e-01;	9.03016e-01
3.15997e-01;	7.30298e-01;	1.22875e+00;	8.39548e-01
3.70182e-01;	2.20685e+00;	6.48206e-01;	9.09737e-01
1.36932e+00;	9.32116e-01;	1.32967e+00;	8.97986e-01
1.44878e+00;	9.92948e-01;	9.80770e-01;	9.72173e-01
3.26556e-01;	5.08024e-01;	1.70165e+00;	1.05265e+00
3.41046e-01;	9.23057e-01;	4.96806e-01;	9.74945e-01
1.43910e+00;	1.33819e+00;	8.30988e-01;	9.82316e-01
2.93989e+00;	8.51168e-01;	1.38177e+00;	9.07331e-01
3.81171e-01;	9.18270e-01;	9.41355e-01;	8.62515e-01
4.77487e-01;	1.75912e+00;	7.06608e-01;	1.04803e+00
2.32625e-01;	6.19608e-01;	8.53672e-01;	1.05030e+00
3.76376e-01;	2.59058e-01;	8.41491e-01;	1.09575e+00
4.80848e-01;	2.50839e+00;	7.69102e-01;	8.87557e-01
1.03066e+00;	1.63034e+00;	9.86456e-01;	1.07336e+00
2.69284e-01;	1.33913e-01;	1.07044e+00;	9.46825e-01
6.78705e-01;	4.55975e-01;	5.72786e-01;	1.25513e+00
2.11573e-01;	5.52560e-01;	1.53147e+00;	9.14547e-01
2.65152e+00;	7.51316e-01;	1.35613e+00;	9.70006e-01
1.35429e+00;	2.52223e+00;	9.99382e-01;	1.10525e+00
1.23929e+00;	1.45158e+00;	9.57644e-01;	1.11337e+00
2.66120e-01;	3.42180e+00;	7.55271e-01;	9.72662e-01
4.45788e-01;	1.00143e+00;	9.65692e-01;	9.77146e-01
1.11845e-01;	9.91625e-01;	1.25564e+00;	1.05018e+00
3.99253e-01;	1.72104e+00;	1.47004e+00;	9.93095e-01
3.02052e-01;	2.81479e-01;	3.97079e-01;	1.01650e+00
5.75865e-01;	1.57858e-01;	8.40248e-01;	1.04180e+00
1.10255e+00;	2.55234e+00;	7.70292e-01;	1.02874e+00
3.41907e-01;	9.72578e-01;	1.64765e+00;	1.13461e+00
2.07604e-01;	4.22431e-01;	1.25107e+00;	8.65027e-01
6.40689e-01;	1.21467e+00;	1.33138e+00;	1.02015e+00
1.63420e+00;	2.20559e-01;	1.40298e+00;	1.26746e+00
5.22314e-01;	7.30313e-01;	1.02952e+00;	9.17884e-01
3.09798e-01;	4.47285e-01;	9.20836e-01;	1.17143e+00
1.19015e+00;	1.71310e+00;	8.44999e-01;	9.96014e-01
3.72014e-01;	5.95005e-02;	1.01276e+00;	9.22125e-01
5.61304e-01;	4.43846e-01;	9.47457e-01;	7.95432e-01
3.43584e+00;	1.39705e+00;	1.07618e+00;	9.56831e-01
1.09698e-01;	5.85229e-01;	1.47510e+00;	8.19872e-01
1.70002e+00;	1.31887e+00;	3.94966e-01;	9.99557e-01
5.96190e-01;	1.65393e+00;	1.00275e+00;	9.67460e-01
1.42847e+00;	5.30281e-01;	4.64390e-01;	1.08757e+00
8.22795e-02;	2.28159e-01;	7.79236e-01;	1.02632e+00
1.87720e+00;	5.86937e-01;	1.75136e+00;	8.94098e-01
1.96822e-01;	7.34711e-01;	1.09142e+00;	9.36768e-01
1.46570e+00;	3.79415e-01;	1.25700e+00;	1.15409e+00
2.11783e-01;	2.09045e+00;	1.37157e+00;	1.07864e+00
8.14638e-02;	2.61989e-01;	1.57861e+00;	1.00175e+00
1.28766e+00;	5.70997e-01;	9.08575e-01;	9.42507e-01
4.02508e+00;	1.77837e+00;	9.30763e-01;	9.90077e-01
8.21582e-01;	8.00105e-01;	1.14944e+00;	8.79521e-01
6.92273e-02;	9.26346e-01;	1.15696e+00;	1.01083e+00
8.78261e-01;	8.20790e-01;	7.00218e-01;	1.09073e+00
9.24352e-01;	2.86620e+00;	6.26932e-01;	9.14602e-01
7.47344e-01;	1.12163e+00;	9.44089e-01;	1.09150e+00
2.70421e-01;	1.68875e+00;	1.34885e+00;	8.22254e-01
4.11498e+00;	1.26514e+00;	1.00126e+00;	9.71556e-01
9.37574e-01;	4.47254e-01;	1.18494e+00;	9.88120e-01
1.83889e-01;	7.07373e-01;	9.38699e-01;	1.06189e+00
2.56899e+00;	1.05464e+00;	6.22705e-01;	1.01473e+00
4.99574e-01;	1.04080e+00;	1.12652e+00;	9.58665e-01
3.93853e-01;	2.59288e+00;	8.87152e-01;	1.02955e+00
1.29306e-01;	2.50194e+00;	1.09200e+00;	1.03766e+00
1.57457e+00;	2.45418e+00;	1.16490e+00;	9.74135e-01
1.70105e+00;	1.30908e+00;	1.09125e+00;	8.86567e-01
1.05547e+00;	1.15289e+00;	9.60719e-01;	8.82759e-01
2.81830e+00;	9.45952e-02;	8.97955e-01;	1.00457e+00
6.93919e-01;	4.89729e-01;	5.54602e-01;	1.05936e+00
7.49059e-01;	1.27674e+00;	8.12628e-01;	8.78355e-01
8.37698e-01;	6.41314e-01;	5.62003e-01;	7.86333e-01
5.63690e-01;	5.44703e-02;	1.16530e+00;	8.63075e-01
8.88378e-02;	1.55020e+00;	8.58727e-01;	1.09833e+00
3.81678e-01;	6.64819e-01;	1.44302e+00;	8.48482e-01
5.34942e-02;	2.40158e-02;	1.15042e+00;	1.01230e+00
8.94957e-01;	9.80360e-01;	1.14553e+00;	9.28758e-01
1.25632e+00;	1.03548e+00;	7.97839e-01;	1.03531e+00
1.61354e+00;	4.81782e-01;	7.82812e-01;	1.05291e+00
3.92868e-02;	7.73595e-01;	7.90021e-01;	1.01484e+00
3.46119e-01;	5.78387e-01;	9.63050e-01;	1.11994e+00
2.30120e-02;	2.53414e+00;	1.24033e+00;	1.10481e+00
2.35383e+00;	1.17695e+00;	1.17038e+00;	9.49480e-01
2.26158e-01;	3.97173e-01;	1.04865e+00;	8.80804e-01
8.14428e-02;	3.99231e-02;	9.98703e-01;	9.74833e-01
1.20684e+00;	8.02392e-01;	1.37067e+00;	9.53598e-01
1.20426e+00;	1.58158e+00;	8.12962e-01;	9.68392e-01
4.15481e-01;	1.72408e-01;	8.27120e-01;	1.02782e+00
8.12937e-01;	5.31987e-01;	1.03365e+00;	9.75510e-01
3.47671e-01;	1.36121e+00;	1.06453e+00;	8.38181e-01
5.98575e-01;	1.19546e+00;	1.13407e+00;	9.96470e-01
1.63646e+00;	6.98015e-01;	6.19930e-01;	9.54509e-01
4.57412e-02;	1.10497e+00;	1.33118e+00;	1.16211e+00
4.69614e-01;	5.56077e-01;	1.26211e+00;	8.38830e-01
1.30627e+00;	7.68571e-01;	5.21883e-01;	1.17562e+00
7.61609e-01;	2.74335e-01;	1.38393e+00;	1.05032e+00
4.05774e-01;	2.01457e+00;	1.16458e+00;	8.72417e-01
8.31252e-01;	4.03951e-01;	8.78521e-01;	1.02119e+00
4.89586e-01;	1.46781e+00;	9.65294e-01;	8.48123e-01
2.25117e-02;	3.75966e-01;	8.95356e-01;	1.10317e+00
1.26898e+00;	1.07854e+00;	8.38119e-01;	9.99692e-01
2.33011e-01;	2.23585e-01;	8.90769e-01;	9.63718e-01
1.70108e+00;	3.96936e-01;	8.72826e-01;	1.14841e+00
3.09946e-01;	2.37566e+00;	8.72783e-01;	1.09826e+00
7.80846e-01;	1.87697e+00;	9.29898e-01;	1.04580e+00
2.45683e+00;	1.33670e+00;	1.05346e+00;	1.04683e+00
5.67314e-01;	1.13691e+00;	7.93465e-01;	9.46069e-01
2.36835e+00;	1.07588e-01;	7.49737e-01;	1.06404e+00
2.89470e-01;	9.85584e-01;	1.13168e+00;	1.02443e+00
1.02465e+00;	1.43480e+00;	1.52846e+00;	1.22698e+00
8.76009e-01;	2.11351e-01;	1.08930e+00;	9.86295e-01
2.79450e-01;	6.67796e-01;	7.61732e-01;	1.09966e+00
1.15864e-04;	1.89673e+00;	1.01100e+00;	1.06272e+00
5.04129e-01;	3.59978e-01;	6.68290e-01;	1.07313e+00
1.30713e+00;	3.96362e-01;	9.57422e-01;	9.95869e-01
8.20416e-01;	4.07533e-01;	1.10592e+00;	8.13237e-01
1.23010e+00;	4.05628e-01;	1.12738e+00;	1.04094e+00
3.81933e+00;	1.07868e+00;	1.03492e+00;	9.60837e-01
2.01465e+00;	1.87868e+00;	1.08635e+00;	1.00368e+00
2.75159e-01;	8.18127e-01;	1.41293e+00;	8.93257e-01
1.19127e+00;	2.46386e+00;	1.23929e+00;	1.02429e+00
2.46301e-01;	3.58346e-01;	9.25782e-01;	9.02259e-01
1.33354e+00;	1.82076e-01;	1.04521e+00;	1.00285e+00
4.29885e-01;	1.05079e+00;	7.78413e-01;	1.08217e+00
3.35217e+00;	1.38018e+00;	1.06254e+00;	8.78005e-01
2.25496e+00;	5.36597e-01;	6.65014e-01;	9.08689e-01
2.01065e+00;	6.04863e-02;	1.80373e+00;	9.54131e-01
1.35067e+00;	1.15404e-01;	1.07755e+00;	1.09641e+00
5.92746e-02;	1.05215e-01;	1.05728e+00;	9.89741e-01
8.53040e-01;	6.38104e-01;	8.96168e-01;	9.35882e-01
5.43904e-02;	1.02585e+00;	1.23386e+00;	9.24849e-01
1.87392e+00;	7.41225e-01;	6.41725e-01;	1.04503e+00
9.43454e-01;	7.18421e-01;	5.94779e-01;	8.30776e-01
3.27172e+00;	2.03019e+00;	1.63701e+00;	1.15689e+00
6.29613e-01;	2.29355e+00;	1.64214e+00;	1.00422e+00
8.25763e-01;	6.38327e-02;	9.79255e-01;	7.99486e-01
4.99968e-02;	6.16545e-01;	1.31812e+00;	1.05421e+00
9.38421e-01;	3.30490e-01;	6.34306e-01;	9.45614e-01
6.52272e-01;	9.62093e-02;	7.93252e-01;	9.48770e-01
2.53550e+00;	1.56844e+00;	8.83921e-01;	8.37807e-01
9.35023e-01;	8.15135e-01;	7.37003e-01;	1.04843e+00
1.41323e+00;	4.89951e-01;	8.17222e-01;	9.56571e-01
2.16961e+00;	1.54845e+00;	6.60491e-01;	9.01569e-01
8.47215e-01;	5.24604e-01;	1.62797e+00;	9.16266e-01
1.36681e+00;	1.29571e+00;	1.00672e+00;	9.90357e-01
5.76972e-01;	1.09315e+00;	1.08709e+00;	1.02632e+00
1.02500e-01;	6.70149e-01;	1.19457e+00;	8.57305e-01
9.88732e-01;	7.35103e-02;	1.41743e+00;	9.27465e-01
3.15972e+00;	1.70541e+00;	9.24563e-01;	1.01727e+00
3.32442e-01;	7.18781e-01;	1.22599e+00;	8.26546e-01
9.91946e-01;	1.51193e+00;	5.87249e-01;	1.03756e+00
1.49234e+00;	9.60673e-01;	8.86818e-01;	8.38334e-01
1.07947e+00;	1.28630e+00;	1.72331e+00;	9.98980e-01
6.15490e-01;	2.34812e+00;	6.24036e-01;	9.75869e-01
2.50041e+00;	1.45059e+00;	7.92271e-01;	9.48329e-01
1.84830e-01;	5.33954e-01;	1.58303e+00;	1.16215e+00
2.23281e+00;	3.76635e-01;	1.08971e+00;	1.01253e+00
6.29075e-01;	1.11248e+00;	6.77214e-01;	9.70507e-01
2.96313e+00;	4.04091e-01;	9.84052e-01;	1.08667e+00
1.10609e+00;	8.38657e-01;	1.27023e+00;	9.04717e-01
7.97486e-01;	1.16636e+00;	4.97352e-01;	1.04875e+00
6.76594e-01;	7.99080e-01;	9.69500e-01;	1.08007e+00
1.27559e+00;	1.74058e-01;	9.97832e-01;	8.09120e-01
3.29036e-01;	4.58462e-01;	1.43062e+00;	1.08883e+00
2.35841e-01;	5.68277e-01;	1.26493e+00;	1.01072e+00
7.09388e-01;	1.79663e+00;	7.88741e-01;	9.68472e-01
5.92442e-01;	1.42103e+00;	1.08218e+00;	1.08897e+00
1.55861e+00;	9.03858e-01;	9.99891e-01;	1.03220e+00
1.09647e+00;	8.09386e-01;	9.72728e-01;	8.87013e-01
6.93818e-01;	1.24839e+00;	6.75556e-01;	1.11228e+00
1.29707e-01;	2.63550e-01;	7.42284e-01;	1.08574e+00
2.76810e+00;	2.95417e-01;	1.38980e+00;	8.82610e-01
3.42736e-01;	3.90469e-01;	1.14300e+00;	9.83982e-01
1.60353e+00;	8.02963e-01;	1.10981e+00;	9.59778e-01
3.78488e-01;	2.48374e+00;	1.05175e+00;	9.66539e-01
2.20538e+00;	8.79370e-01;	1.18746e+00;	9.36358e-01
7.22571e-01;	5.24132e-01;	1.22845e+00;	1.02146e+00
1.70024e+00;	1.64883e-01;	1.49540e+00;	1.12814e+00
9.13858e-01;	3.41374e-01;	1.49915e+00;	9.80650e-01
2.14958e-01;	9.60094e-01;	8.00179e-01;	9.71732e-01
5.87441e-02;	2.14484e+00;	7.85964e-01;	1.04202e+00
8.56407e-03;	6.03499e-01;	1.06617e+00;	1.00510e+00
1.47166e+00;	1.50325e-01;	1.06391e+00;	1.00491e+00
9.64837e-02;	1.50530e+00;	1.10088e+00;	1.09997e+00
3.24656e-02;	7.05832e-01;	4.71598e-01;	9.84646e-01
1.98317e+00;	5.81016e-01;	7.41707e-01;	1.19820e+00
2.73083e-01;	2.63561e-01;	1.34901e+00;	8.87483e-01
4.98318e-01;	2.51470e-01;	8.97966e-01;	9.98127e-01
1.12757e+00;	9.32714e-01;	9.45788e-01;	9.54907e-01
1.33402e+00;	7.60579e-01;	1.06818e+00;	9.96403e-01
1.27201e+00;	6.90996e-01;	7.96659e-01;	1.05297e+00
1.28705e+00;	8.55783e-01;	1.05588e+00;	9.39208e-01
1.66857e+00;	5.70946e-01;	8.43343e-01;	9.53784e-01
5.25637e-01;	7.30180e-01;	9.64513e-01;	9.84210e-01
3.44573e-01;	2.50370e-01;	1.12524e+00;	9.17096e-01
1.60212e+00;	1.80593e+00;	9.98771e-01;	1.07255e+00
1.47357e-01;	3.96100e-01;	1.03372e+00;	8.34066e-01
2.25186e+00;	1.14339e-01;	7.53683e-01;	9.78704e-01
4.93560e-01;	2.99385e-01;	1.57151e+00;	1.04865e+00
4.31271e-01;	4.04477e-01;	1.28929e+00;	1.08799e+00
6.89663e-01;	9.01481e-01;	5.45375e-01;	9.17937e-01
5.19780e-01;	4.11648e-01;	6.45887e-01;	9.51024e-01
3.22898e-01;	9.92911e-01;	8.62528e-01;	1.08373e+00
3.60960e+00;	1.80972e+00;	7.93353e-01;	1.16337e+00
2.89902e-02;	8.21008e-01;	1.17560e+00;	1.08768e+00
1.10083e+00;	8.59349e-01;	1.15319e+00;	1.06199e+00
1.31716e+00;	1.49383e+00;	9.42209e-01;	1.11171e+00
1.36278e+00;	2.87790e-01;	1.08919e+00;	9.83960e-01
1.60874e+00;	1.05211e+00;	8.04756e-01;	9.23806e-01
3.17992e-01;	2.32749e-01;	1.13729e+00;	1.03766e+00
4.06025e-01;	1.91094e+00;	1.29067e+00;	8.39812e-01
2.55932e+00;	3.18714e-01;	1.02459e+00;	9.73158e-01
1.56534e+00;	7.78954e-01;	1.18774e+00;	1.18019e+00
7.42845e-01;	3.35223e-01;	1.33230e+00;	1.03504e+00
1.48906e+00;	1.01454e-01;	1.45498e+00;	9.75106e-01
2.44376e-01;	1.92437e+00;	1.38053e+00;	9.08479e-01
1.16125e+00;	1.61165e+00;	8.82438e-01;	9.25444e-01
5.79340e-01;	3.25383e-01;	1.24357e+00;	1.02507e+00
1.59192e+00;	3.75690e-01;	1.38485e+00;	1.07454e+00
2.13033e-01;	1.58599e+00;	7.72986e-01;	9.05471e-01
7.19766e-01;	3.12178e-01;	6.70258e-01;	9.65263e-01
3.96054e-01;	3.31764e-01;	1.03866e+00;	8.69042e-01
1.41981e+00;	8.66861e-01;	1.28845e+00;	9.75283e-01
1.83112e+00;	8.03531e-01;	9.69826e-01;	1.07274e+00
3.59385e-01;	1.41880e+00;	7.70974e-01;	1.05644e+00
1.11983e+00;	1.77015e+00;	1.38513e+00;	8.73918e-01
7.42233e-01;	9.52596e-01;	6.77305e-01;	1.21346e+00
1.04091e+00;	3.81461e-01;	1.09362e+00;	9.63660e-01
2.92256e+00;	1.25168e+00;	8.37718e-01;	1.06896e+00
7.34036e-02;	1.47883e+00;	1.10067e+00;	1.11811e+00
2.38398e+00;	1.46938e+00;	1.00650e+00;	8.46776e-01
1.00484e+00;	1.05141e+00;	6.97461e-01;	1.10512e+00
1.90227e+00;	9.15935e-01;	1.06147e+00;	1.07178e+00
6.22284e-01;	7.49313e-01;	1.01764e+00;	9.14433e-01
6.16264e-01;	4.11002e-01;	9.30154e-01;	1.09943e+00
1.27994e+00;	1.03964e+00;	9.25740e-01;	1.02475e+00
1.68678e+00;	2.41422e+00;	1.04644e+00;	9.04647e-01
2.76536e-01;	1.76180e+00;	7.86197e-01;	9.37147e-01
3.36500e+00;	1.07270e+00;	4.94141e-01;	1.03867e+00
1.58811e+00;	7.57909e-01;	9.61728e-01;	1.23287e+00
3.85098e-01;	1.60539e+00;	1.83275e+00;	1.03837e+00
5.00131e-01;	5.85481e-01;	1.26709e+00;	1.04486e+00
6.83272e-02;	2.24770e+00;	6.87542e-01;	9.79008e-01
4.30575e-01;	1.56457e+00;	1.42717e+00;	1.12955e+00
1.31962e+00;	9.22559e-01;	7.74908e-01;	1.05888e+00
1.61754e-01;	3.87688e-01;	9.33820e-01;	8.54231e-01
2.87713e-01;	1.09784e+00;	1.30000e+00;	1.12466e+00
5.94216e-01;	5.73182e-01;	6.66679e-01;	9.32318e-01
2.74490e-01;	4.51629e-01;	1.01443e+00;	1.07230e+00
2.89495e-02;	1.07637e+00;	4.88600e-01;	7.66184e-01
1.66621e+00;	2.17052e+00;	1.43329e+00;	1.07603e+00
1.17839e+00;	9.48343e-01;	7.47180e-01;	1.01233e+00
6.76774e-02;	1.08246e+00;	8.57898e-01;	1.03683e+00
2.38450e+00;	3.52470e-01;	6.29694e-01;	1.07450e+00
2.54606e+00;	5.25334e-01;	8.38034e-01;	9.94504e-01
3.10759e-01;	9.47679e-01;	1.07889e+00;	1.03727e+00
2.52576e+00;	2.75989e-01;	6.56335e-01;	7.71358e-01
4.48483e-01;	7.60359e-01;	8.31314e-01;	1.04442e+00
1.32159e+00;	6.99717e-01;	6.00603e-01;	1.04538e+00
1.22848e-01;	2.52039e+00;	1.21910e+00;	1.06394e+00
2.72634e+00;	1.54624e-01;	1.05927e+00;	1.00390e+00
4.37957e+00;	2.76968e+00;	6.62702e-01;	8.51017e-01
4.69890e-01;	3.97810e-01;	7.58026e-01;	9.36229e-01
1.00966e+00;	1.45924e+00;	7.08719e-01;	1.27844e+00
8.27310e-01;	1.26164e+00;	1.46943e+00;	9.91155e-01
4.43819e-01;	1.00227e+00;	1.26635e+00;	1.09558e+00
2.65529e-01;	3.86913e-01;	7.41298e-01;	1.15348e+00
9.85458e-01;	6.05320e-01;	7.65830e-01;	1.01588e+00
2.45836e-01;	2.55439e-01;	5.51124e-01;	1.02439e+00
6.05256e-01;	8.84486e-01;	7.17192e-01;	8.74925e-01
2.71736e-01;	2.78552e+00;	5.20446e-01;	1.12682e+00
1.23050e+00;	1.97928e+00;	9.74764e-01;	9.60614e-01
