Uniform_N=1;	Uniform_N=2;	Uniform_N=10;	Uniform_N=100
5.67162e-01;	1.69127e-01;	5.72370e-01;	5.07393e-01
3.46685e-02;	3.29006e-01;	4.99317e-01;	5.15103e-01
3.31467e-03;	7.58672e-01;	4.31541e-01;	4.97953e-01
3.62110e-01;	4.04396e-01;	5.36015e-01;	4.70696e-01
9.07288e-01;	6.85305e-01;	6.11625e-01;	4.53200e-01
9.15068e-01;	8.91109e-01;	6.79758e-01;	5.07367e-01
4.04881e-01;	6.53239e-01;	6.26252e-01;	5.06294e-01
2.40977e-01;	3.30884e-01;	5.62485e-01;	4.79220e-01
4.74932e-01;	8.04142e-01;	5.71685e-01;	5.18507e-01
1.91737e-01;	2.74013e-01;	4.32139e-01;	5.25261e-01
4.46235e-01;	6.04716e-01;	4.00844e-01;	5.02408e-01
1.63952e-01;	2.87984e-01;	4.50439e-01;	4.79938e-01
7.22948e-01;	1.77011e-01;	4.80911e-01;	5.02990e-01
8.55823e-01;	2.04834e-01;	4.07976e-01;	4.93862e-01
3.92580e-01;	2.39586e-01;	5.03358e-01;	5.04460e-01
4.66397e-01;	1.35125e-01;	4.51768e-01;	5.17410e-01
4.63581e-01;	5.38448e-01;	3.74347e-01;	4.95418e-01
7.58136e-01;	5.76848e-01;	3.92277e-01;	5.03643e-01
6.14345e-01;	8.07717e-01;	5.69237e-01;	5.36904e-01
1.13958e-01;	1.60584e-01;	3.40168e-01;	4.75808e-01
1.68119e-01;	4.82680e-01;	4.15744e-01;	4.30749e-01
6.25020e-01;	7.19302e-01;	3.90159e-01;	4.56521e-01
7.07328e-01;	3.46572e-01;	5.94825e-01;	4.50928e-01
2.84823e-01;	1.28540e-01;	3.72934e-01;	5.23485e-01
8.16856e-02;	6.53690e-01;	2.69490e-01;	4.88398e-01
4.30032e-01;	3.03625e-01;	3.39355e-01;	5.55604e-01
6.19620e-01;	3.89338e-01;	4.68760e-01;	5.25459e-01
7.72280e-01;	7.46225e-01;	5.01924e-01;	5.26243e-01
5.49634e-01;	2.88654e-01;	6.54244e-01;	5.67692e-01
7.22258e-01;	9.51618e-01;	4.70648e-01;	4.85418e-01
5.21761e-01;	1.27203e-01;	5.09208e-01;	5.62815e-01
5.41050e-01;	4.97359e-01;	5.91786e-01;	4.85896e-01
2.15633e-01;	4.59789e-01;	5.61937e-01;	4.84547e-01
9.41963e-01;	6.28466e-01;	6.15480e-01;	5.05452e-01
7.66942e-01;	6.34718e-01;	4.84881e-01;	4.72431e-01
4.20194e-01;	3.68690e-01;	3.71256e-01;	4.96514e-01
4.99185e-01;	8.52703e-02;	4.97072e-01;	5.42538e-01
5.45393e-01;	6.30425e-01;	5.52884e-01;	5.12706e-01
1.86194e-01;	3.54816e-01;	2.87491e-01;	4.78925e-01
6.57311e-01;	4.45038e-01;	5.25568e-01;	5.31269e-01
3.88452e-01;	6.03534e-01;	4.28045e-01;	4.74814e-01
4.30355e-01;	5.27044e-01;	5.65823e-01;	5.43663e-01
6.13957e-02;	4.50205e-01;	6.24862e-01;	4.91452e-01
8.32831e-01;	4.96742e-01;	5.72846e-01;	5.26849e-01
8.95611e-01;	9.66573e-01;	6.52980e-01;	4.86136e-01
1.89242e-01;	5.91571e-01;	3.97112e-01;	5.35547e-01
4.85056e-01;	3.56595e-01;	5.32385e-01;	4.46420e-01
5.97553e-01;	5.51412e-01;	4.80706e-01;	5.16544e-01
2.25568e-01;	7.09287e-01;	5.38602e-01;	4.74732e-01
7.13133e-02;	5.39011e-01;	4.01877e-01;	5.20779e-01
1.74744e-01;	4.79142e-01;	5.33066e-01;	5.14526e-01
7.28201e-01;	7.36396e-01;	3.84361e-01;	5.01020e-01
9.19844e-01;	2.58290e-01;	5.25411e-01;	5.22041e-01
1.35217e-01;	4.65019e-01;	6.18966e-01;	5.05166e-01
4.25954e-02;	5.77769e-01;	3.52981e-01;	5.47394e-01
1.90367e-01;	2.93925e-01;	3.65137e-01;	4.79114e-01
9.77433e-01;	3.82210e-01;	6.02016e-01;	4.57846e-01
3.08558e-01;	6.03599e-01;	4.47417e-01;	5.04408e-01
4.63660e-01;	1.73089e-01;	3.21877e-01;	5.33047e-01
7.02065e-02;	6.89539e-01;	4.26736e-01;	4.78455e-01
6.51016e-01;	3.46282e-01;	4.94546e-01;	4.54127e-01
3.05008e-01;	4.48292e-01;	5.23080e-01;	5.27883e-01
9.34315e-01;	5.18788e-01;	5.22740e-01;	4.79813e-01
4.18890e-01;	4.25619e-01;	6.41584e-01;	5.23825e-01
6.04219e-01;	5.69236e-01;	3.14650e-01;	4.31254e-01
4.11168e-01;	1.48450e-01;	5.39202e-01;	5.33370e-01
1.31758e-02;	6.36980e-01;	5.26760e-01;	5.24197e-01
9.98992e-01;	4.92745e-01;	5.94502e-01;	4.63777e-01
1.33712e-01;	6.04991e-01;	3.45319e-01;	4.95283e-01
8.43948e-01;	3.25031e-01;	5.25417e-01;	4.59131e-01
5.97692e-01;	4.71383e-01;	4.51134e-01;	5.51519e-01
6.00487e-01;	4.86634e-01;	4.76453e-01;	4.84611e-01
8.55498e-01;	3.62885e-01;	3.63718e-01;	4.98192e-01
9.62169e-01;	6.62497e-01;	5.61493e-01;	5.15711e-01
8.72155e-01;	3.12760e-01;	3.58814e-01;	4.92896e-01
6.95236e-01;	6.19662e-01;	4.15625e-01;	4.84153e-01
6.80353e-01;	4.77768e-01;	5.13007e-01;	4.89202e-01
3.29810e-01;	6.25498e-01;	4.12523e-01;	5.01633e-01
9.85366e-01;	7.88009e-01;	4.96590e-01;	4.85214e-01
6.30944e-01;	1.82969e-01;	5.02288e-01;	4.62442e-01
1.80622e-02;	4.78439e-02;	4.11792e-01;	5.63020e-01
1.77790e-01;	4.09521e-01;	5.75507e-01;	5.04947e-01
6.53452e-01;	4.37200e-01;	5.18036e-01;	5.01216e-01
9.55652e-01;	6.74866e-01;	4.81034e-01;	4.96183e-01
3.19173e-01;	5.38314e-01;	5.64099e-01;	5.40262e-01
8.70363e-01;	4.39180e-01;	4.55471e-01;	5.34058e-01
5.66090e-01;	8.52763e-01;	5.00756e-01;	5.06567e-01
6.57375e-01;	6.98316e-01;	4.50024e-01;	5.00149e-01
5.57777e-01;	5.30069e-01;	5.00522e-01;	5.29459e-01
6.93567e-01;	7.39787e-01;	4.61935e-01;	5.21576e-01
4.89792e-01;	2.05637e-01;	3.45348e-01;	4.83864e-01
6.65193e-01;	4.26637e-01;	6.09851e-01;	4.40498e-01
7.57225e-01;	7.64787e-01;	6.01227e-01;	5.04438e-01
7.58063e-01;	3.77882e-01;	4.40770e-01;	5.26630e-01
2.53314e-01;	4.80458e-01;	5.01433e-01;	5.26772e-01
6.70994e-01;	2.11772e-01;	4.20525e-01;	5.38633e-01
7.46596e-01;	7.53053e-01;	5.44798e-01;	5.33398e-01
6.27294e-01;	6.32919e-01;	4.26699e-01;	5.14532e-01
9.67258e-01;	6.94501e-01;	4.31276e-01;	4.70087e-01
6.97140e-01;	7.20602e-01;	5.17085e-01;	5.13625e-01
9.99356e-01;	7.85499e-01;	4.77054e-01;	4.67181e-01
9.92869e-01;	5.51027e-01;	4.00035e-01;	4.65333e-01
6.28439e-01;	6.54135e-01;	4.83858e-01;	5.05160e-01
5.75354e-01;	4.76310e-01;	3.53213e-01;	4.77845e-01
5.43595e-01;	2.95685e-01;	5.47165e-01;	4.77049e-01
3.40127e-01;	1.55997e-01;	5.27153e-01;	4.59914e-01
1.01629e-01;	3.41573e-01;	4.64019e-01;	4.59038e-01
5.54733e-02;	6.85764e-01;	4.26350e-01;	5.03107e-01
8.48065e-01;	5.07448e-01;	5.23106e-01;	4.52141e-01
6.42351e-02;	6.53119e-01;	4.14788e-01;	4.86510e-01
9.25321e-01;	3.19880e-01;	3.57382e-01;	5.36635e-01
2.87598e-01;	7.69888e-01;	5.12840e-01;	5.19827e-01
4.89115e-01;	5.61027e-01;	5.45878e-01;	4.81698e-01
3.66029e-01;	4.46598e-01;	3.57954e-01;	5.02009e-01
6.78674e-01;	6.54026e-01;	5.89506e-01;	4.37386e-01
2.94625e-01;	2.88932e-01;	5.20929e-01;	4.83229e-01
9.05635e-01;	8.16286e-01;	4.45608e-01;	5.17614e-01
9.00899e-01;	3.76635e-01;	4.42239e-01;	5.08781e-01
1.54782e-01;	3.91419e-01;	5.96927e-01;	4.92936e-01
3.69756e-01;	3.63108e-01;	4.53779e-01;	4.60038e-01
1.73849e-01;	3.05137e-01;	5.18613e-01;	5.01774e-01
4.66001e-01;	6.31318e-01;	5.92881e-01;	5.04225e-01
3.47877e-01;	3.10385e-01;	5.70846e-01;	5.14664e-01
4.09898e-01;	3.13126e-01;	4.52319e-01;	5.15163e-01
4.08930e-01;	4.38679e-01;	4.11509e-01;	4.65522e-01
8.52186e-01;	8.51888e-01;	4.52475e-01;	4.89414e-01
4.72425e-01;	1.75544e-01;	6.65925e-01;	4.95983e-01
5.64023e-01;	3.54401e-01;	5.34432e-01;	4.97059e-01
9.59934e-01;	7.19944e-01;	5.97414e-01;	5.13434e-01
6.87441e-01;	2.66062e-01;	5.10881e-01;	5.25280e-01
7.39901e-01;	4.43631e-01;	4.74462e-01;	4.53567e-01
4.87566e-01;	7.30039e-01;	6.26143e-01;	4.86701e-01
2.48726e-01;	5.85315e-01;	4.43946e-01;	5.20736e-01
9.57108e-01;	6.78669e-01;	4.86964e-01;	4.67384e-01
4.30229e-01;	6.13025e-01;	5.39839e-01;	5.05718e-01
4.20453e-01;	8.05697e-01;	5.42697e-01;	4.89710e-01
5.88469e-02;	3.73989e-01;	6.09066e-01;	4.66299e-01
6.70242e-01;	4.35210e-01;	4.41681e-01;	5.58578e-01
5.71491e-01;	6.38779e-01;	4.75005e-01;	4.79123e-01
4.36852e-01;	2.06191e-01;	4.61105e-01;	4.93186e-01
8.59417e-01;	1.45225e-01;	4.67513e-01;	5.26505e-01
5.87629e-01;	3.52782e-01;	3.42877e-01;	5.05558e-01
1.01952e-01;	5.38260e-01;	3.76644e-01;	4.54128e-01
9.57429e-01;	5.68605e-01;	3.56680e-01;	5.34494e-01
8.11128e-01;	5.29724e-01;	5.38665e-01;	5.27493e-01
2.40118e-01;	5.72506e-01;	5.48320e-01;	5.00409e-01
2.07352e-01;	5.49355e-01;	3.61024e-01;	5.22393e-01
9.66985e-02;	6.26920e-01;	4.67456e-01;	4.72632e-01
3.11444e-01;	4.79365e-01;	5.89778e-01;	5.24731e-01
8.20033e-01;	5.03840e-01;	5.57201e-01;	5.19564e-01
2.34510e-01;	5.94495e-01;	5.33046e-01;	4.71330e-01
9.84733e-01;	2.31574e-02;	6.03111e-01;	4.85209e-01
6.57095e-02;	1.95884e-01;	5.22766e-01;	5.42561e-01
5.65939e-01;	3.67316e-01;	5.20993e-01;	5.05253e-01
4.66904e-01;	5.33269e-01;	6.38177e-01;	5.01077e-01
9.18431e-01;	5.41897e-01;	4.17210e-01;	5.14459e-01
8.97766e-01;	2.63787e-01;	3.76597e-01;	4.97779e-01
5.93419e-01;	8.48996e-01;	6.09180e-01;	5.01077e-01
5.52104e-01;	5.00058e-01;	5.02524e-01;	4.48815e-01
3.45989e-01;	6.58175e-01;	5.89252e-01;	4.80449e-01
9.21845e-01;	7.38295e-01;	5.12071e-01;	4.88334e-01
8.31698e-01;	2.95709e-01;	2.88629e-01;	5.04107e-01
5.94678e-01;	3.29707e-01;	5.66641e-01;	4.81084e-01
2.71138e-01;	3.30399e-01;	3.79128e-01;	5.12637e-01
7.77169e-01;	3.60058e-01;	3.74859e-01;	5.41520e-01
8.56921e-01;	6.30547e-01;	4.79149e-01;	4.88419e-01
1.26973e-01;	5.44626e-01;	3.53652e-01;	4.99175e-01
9.01710e-01;	5.04384e-01;	5.72306e-01;	5.13661e-01
7.74369e-01;	4.62330e-01;	5.02210e-01;	4.98281e-01
4.85068e-01;	8.66536e-01;	5.61643e-01;	4.94431e-01
2.56476e-01;	5.44732e-01;	4.34202e-01;	4.99914e-01
1.99786e-01;	1.54065e-01;	3.67281e-01;	5.20481e-01
8.21216e-01;	8.42933e-01;	5.57400e-01;	4.97223e-01
4.87336e-01;	5.43642e-01;	5.96357e-01;	4.27493e-01
3.30259e-01;	5.03154e-01;	3.74466e-01;	4.80856e-01
5.76126e-01;	3.88407e-01;	5.93664e-01;	4.84284e-01
5.93267e-01;	7.95055e-01;	3.14785e-01;	5.21335e-01
6.73324e-01;	5.98526e-01;	4.01366e-01;	4.87962e-01
1.79276e-01;	8.43929e-02;	5.56367e-01;	5.14332e-01
1.86772e-01;	4.09430e-01;	5.02767e-01;	4.95711e-01
7.08099e-01;	5.92632e-01;	5.10895e-01;	4.82921e-01
7.76400e-01;	2.73597e-01;	5.77891e-01;	5.41276e-01
2.88588e-01;	5.88684e-01;	4.81024e-01;	4.90694e-01
2.30437e-01;	3.07810e-01;	5.43583e-01;	4.87439e-01
6.71247e-01;	5.34977e-01;	3.19401e-01;	5.50682e-01
4.63732e-01;	5.45160e-01;	5.68650e-01;	4.85290e-01
6.21215e-01;	6.70222e-01;	5.09661e-01;	4.81612e-01
1.25863e-01;	4.12049e-01;	5.13961e-01;	4.50816e-01
5.15664e-01;	2.61406e-01;	6.58674e-01;	5.02831e-01
7.42067e-01;	2.50599e-01;	7.05362e-01;	4.66199e-01
9.96567e-01;	6.23829e-01;	6.25633e-01;	5.56206e-01
5.02061e-01;	4.34400e-01;	4.35175e-01;	5.13536e-01
6.88264e-01;	6.02118e-01;	6.21049e-01;	5.19426e-01
8.69348e-01;	3.59871e-01;	5.36203e-01;	5.23757e-01
2.38861e-01;	1.93116e-01;	5.44145e-01;	4.95294e-01
3.13130e-01;	4.38546e-01;	5.01436e-01;	5.05168e-01
5.87340e-01;	4.51439e-01;	4.06445e-01;	4.36365e-01
4.10686e-01;	5.92889e-01;	4.05552e-01;	4.88946e-01
2.72521e-01;	7.94355e-01;	4.42537e-01;	4.63848e-01
6.39362e-02;	3.35011e-01;	3.54884e-01;	5.18054e-01
8.69657e-01;	3.11006e-01;	5.95759e-01;	5.15562e-01
5.62488e-01;	4.44924e-01;	4.56231e-01;	5.07896e-01
1.12326e-01;	4.07658e-01;	3.86009e-01;	5.33141e-01
7.92709e-01;	2.24702e-02;	4.69481e-01;	5.21719e-01
2.78707e-01;	5.93456e-01;	5.20055e-01;	4.86259e-01
5.47069e-01;	4.47743e-01;	5.95715e-01;	5.57325e-01
5.94394e-01;	6.56844e-01;	3.96261e-01;	5.08626e-01
9.86008e-03;	4.56046e-01;	5.19875e-01;	5.15677e-01
2.54817e-01;	4.04004e-01;	4.41053e-01;	4.89121e-01
4.56953e-01;	1.53063e-01;	4.56984e-01;	5.09274e-01
6.94641e-01;	8.40067e-01;	5.30949e-01;	4.66695e-01
8.65933e-01;	5.44356e-01;	5.76941e-01;	5.42549e-01
3.38909e-01;	7.92768e-01;	3.90468e-01;	5.18302e-01
7.70230e-02;	5.29176e-02;	4.23802e-01;	5.24046e-01
5.14844e-01;	5.06033e-01;	5.50093e-01;	4.74734e-01
2.61312e-01;	2.50057e-01;	5.11077e-01;	4.41865e-01
6.46014e-01;	4.22259e-01;	4.16329e-01;	4.69826e-01
7.64423e-02;	8.11859e-01;	4.98868e-01;	5.45266e-01
2.70168e-01;	7.79022e-01;	5.43886e-01;	5.08547e-01
9.80549e-01;	6.75930e-01;	5.85853e-01;	4.53915e-01
1.40115e-01;	3.11815e-01;	5.12275e-01;	4.73118e-01
6.51991e-01;	3.29446e-01;	3.78382e-01;	4.82369e-01
8.29184e-01;	2.66018e-01;	4.49550e-01;	4.86034e-01
1.81668e-02;	5.29713e-01;	5.63873e-01;	5.18854e-01
6.72271e-01;	9.56369e-01;	5.81883e-01;	5.34087e-01
8.00391e-01;	5.16402e-01;	5.52771e-01;	5.33954e-01
1.37688e-01;	3.39731e-01;	5.20417e-01;	5.05163e-01
5.62490e-01;	6.32937e-01;	4.87162e-01;	4.92865e-01
7.39697e-01;	8.85625e-01;	6.98109e-01;	4.83421e-01
4.48020e-01;	6.79991e-01;	5.62571e-01;	5.37777e-01
9.56927e-01;	7.53089e-01;	5.18045e-01;	5.09468e-01
3.40143e-01;	7.16491e-01;	4.86745e-01;	4.51962e-01
5.80889e-01;	4.08739e-01;	7.03884e-01;	5.15609e-01
6.89808e-01;	6.86822e-01;	4.70318e-01;	4.74965e-01
1.77163e-01;	3.37685e-01;	5.30235e-01;	5.59819e-01
6.35806e-01;	4.60564e-01;	4.58564e-01;	4.83901e-01
8.43804e-01;	2.18942e-01;	4.72446e-01;	4.68146e-01
3.71362e-01;	4.05228e-01;	4.20811e-01;	5.29952e-01
9.72851e-02;	4.66590e-01;	2.89260e-01;	5.13695e-01
9.47801e-01;	6.08495e-01;	3.41418e-01;	5.06017e-01
8.59469e-01;	1.14422e-01;	4.76202e-01;	5.04358e-01
6.44529e-01;	3.12866e-01;	4.97782e-01;	4.93779e-01
7.15031e-01;	5.79644e-01;	3.52607e-01;	4.71918e-01
2.97140e-01;	2.20020e-01;	4.60312e-01;	5.15550e-01
1.37467e-01;	7.91108e-01;	6.34382e-01;	5.27797e-01
3.60597e-01;	2.64020e-01;	4.76872e-01;	4.34510e-01
6.31105e-01;	4.97740e-01;	4.53130e-01;	4.59449e-01
2.71342e-01;	1.23816e-01;	4.56376e-01;	5.00608e-01
5.94000e-01;	5.07093e-01;	5.18583e-01;	5.34122e-01
1.29602e-01;	6.08566e-01;	5.42428e-01;	4.89618e-01
6.71233e-01;	1.75496e-01;	5.28839e-01;	4.95684e-01
2.69263e-01;	4.64314e-01;	3.00613e-01;	5.03148e-01
1.55375e-01;	4.97172e-01;	5.50034e-01;	4.73368e-01
4.30213e-01;	6.91411e-01;	5.85995e-01;	4.84093e-01
9.66327e-01;	2.05002e-01;	4.69649e-01;	5.17355e-01
6.52425e-01;	6.82893e-01;	3.58868e-01;	5.36770e-01
5.83849e-01;	4.81640e-01;	3.44277e-01;	5.29333e-01
6.32376e-01;	4.75785e-01;	4.32064e-01;	4.64761e-01
8.52071e-01;	5.95714e-01;	4.96482e-01;	5.22948e-01
8.53933e-01;	2.85827e-01;	3.02989e-01;	4.75506e-01
8.88943e-01;	6.80977e-01;	4.31348e-01;	4.54103e-01
4.93214e-01;	5.51770e-01;	5.23586e-01;	5.03586e-01
5.61147e-01;	4.88139e-01;	4.07061e-01;	5.23147e-01
4.18668e-01;	4.75349e-01;	3.98819e-01;	5.66616e-01
6.62171e-01;	6.94715e-01;	6.48778e-01;	4.67333e-01
3.73177e-01;	7.26244e-01;	5.15651e-01;	4.65719e-01
9.46313e-01;	4.45243e-01;	5.34919e-01;	4.91445e-01
6.37549e-01;	4.87808e-01;	4.83805e-01;	5.19577e-01
6.59267e-01;	7.68380e-01;	5.79154e-01;	5.17391e-01
8.30333e-01;	5.42678e-01;	4.27456e-01;	5.14367e-01
2.08692e-01;	3.01706e-01;	3.88366e-01;	4.99452e-01
3.02448e-01;	3.13821e-01;	6.01352e-01;	5.01358e-01
4.10547e-01;	2.59409e-01;	4.54982e-01;	5.02680e-01
5.91289e-01;	4.37382e-01;	5.34809e-01;	5.54410e-01
2.87847e-01;	7.95732e-01;	3.41767e-01;	5.41791e-01
2.73717e-01;	5.76443e-01;	5.98909e-01;	5.28608e-01
4.32055e-01;	4.86068e-01;	6.14428e-01;	5.17010e-01
3.41075e-01;	4.78440e-01;	4.80092e-01;	4.87676e-01
8.29117e-01;	4.82319e-01;	4.82376e-01;	5.07523e-01
3.65077e-01;	6.09335e-01;	4.22877e-01;	4.52026e-01
5.09346e-01;	6.30087e-01;	4.58614e-01;	4.75621e-01
9.64278e-01;	6.18205e-01;	4.53121e-01;	4.50102e-01
7.66527e-01;	4.14124e-01;	4.74408e-01;	4.82985e-01
5.75139e-01;	7.89692e-01;	4.44137e-01;	4.85694e-01
7.09608e-01;	5.53790e-01;	3.92805e-01;	4.73938e-01
4.16840e-01;	6.70394e-01;	4.61994e-01;	4.97317e-01
9.89646e-01;	5.22642e-01;	4.52927e-01;	5.01528e-01
2.14374e-01;	7.09793e-01;	3.99021e-01;	5.01140e-01
3.30580e-01;	4.38226e-01;	6.51400e-01;	4.57266e-01
3.92547e-01;	5.37048e-01;	6.62158e-01;	4.90556e-01
3.99741e-01;	3.46709e-01;	5.30796e-01;	4.98047e-01
9.92842e-01;	7.73597e-01;	3.95186e-01;	5.26052e-01
4.06401e-01;	7.65162e-01;	5.93472e-01;	5.06895e-01
4.18987e-01;	4.84444e-01;	6.26629e-01;	4.67092e-01
1.60177e-01;	6.08608e-01;	4.82198e-01;	4.72212e-01
8.68110e-01;	9.25188e-01;	4.60926e-01;	5.12470e-01
5.77138e-02;	1.29989e-01;	6.58042e-01;	5.09516e-01
4.92303e-01;	6.13964e-01;	4.90163e-01;	4.73457e-01
2.05546e-02;	5.63848e-01;	5.08521e-01;	4.88072e-01
3.44052e-01;	2.86327e-01;	5.48185e-01;	4.97735e-01
6.98807e-01;	5.24562e-01;	2.94680e-01;	4.57760e-01
3.24759e-01;	8.94568e-01;	7.42115e-01;	5.08505e-01
3.11705e-01;	5.45006e-01;	4.11403e-01;	5.15971e-01
1.17767e-01;	5.20182e-01;	5.59744e-01;	5.49933e-01
6.07173e-01;	4.71067e-01;	5.06649e-01;	5.38240e-01
6.88976e-01;	7.06229e-01;	4.21393e-01;	4.86892e-01
2.94170e-01;	2.41648e-01;	4.70972e-01;	5.14751e-01
3.70656e-01;	4.54727e-01;	4.73027e-01;	5.01909e-01
7.35988e-01;	6.84942e-01;	4.94205e-01;	4.89981e-01
1.21577e-01;	4.64276e-01;	4.14237e-01;	4.89424e-01
8.76896e-01;	1.28146e-01;	4.94508e-01;	4.69603e-01
6.86483e-01;	2.86724e-01;	4.77420e-01;	5.05591e-01
9.28991e-01;	3.24193e-01;	6.60866e-01;	4.63660e-01
7.89456e-01;	4.16229e-01;	5.91126e-01;	5.20252e-01
8.42789e-01;	2.52993e-01;	4.64265e-01;	5.08078e-01
3.68439e-01;	6.27693e-01;	6.17342e-01;	4.40229e-01
3.07961e-01;	4.33773e-01;	5.04159e-01;	4.56041e-01
9.85291e-01;	1.76339e-01;	6.49972e-01;	5.24577e-01
3.16780e-01;	5.82917e-01;	5.37936e-01;	4.70203e-01
8.52025e-01;	5.16407e-01;	4.15149e-01;	5.10600e-01
8.79280e-01;	5.69568e-01;	4.75557e-01;	4.42403e-01
3.35306e-01;	2.26800e-01;	4.53376e-01;	5.34636e-01
6.39831e-01;	5.61394e-01;	4.68470e-01;	4.97726e-01
7.22975e-01;	7.65203e-01;	5.99744e-01;	5.38269e-01
8.83229e-02;	5.01648e-01;	4.45687e-01;	5.13045e-01
1.70538e-01;	3.94331e-01;	4.40184e-01;	4.93867e-01
5.74628e-01;	3.65125e-01;	5.01567e-01;	5.63918e-01
5.20089e-01;	7.74287e-01;	4.39170e-01;	4.81893e-01
7.84955e-01;	6.28277e-01;	5.96453e-01;	4.51107e-01
9.00493e-01;	8.19837e-01;	5.25402e-01;	4.74461e-01
2.78136e-02;	4.57247e-01;	4.31489e-01;	5.43251e-01
7.21241e-01;	5.71394e-01;	6.06802e-01;	4.60322e-01
9.03135e-01;	1.20416e-01;	5.90133e-01;	4.73432e-01
8.71462e-01;	4.77851e-01;	5.34732e-01;	4.94701e-01
5.47679e-01;	4.38635e-01;	3.63723e-01;	4.96447e-01
9.85153e-01;	3.32951e-01;	5.26849e-01;	4.61256e-01
6.13730e-02;	2.63629e-01;	4.07817e-01;	5.21973e-01
7.95963e-01;	8.59799e-01;	3.95112e-01;	5.39655e-01
7.20064e-01;	9.47167e-01;	6.23801e-01;	5.10045e-01
4.78737e-01;	2.24577e-01;	4.58920e-01;	4.92355e-01
6.23896e-01;	4.35083e-01;	6.39396e-01;	4.40806e-01
7.86017e-02;	1.86552e-01;	5.52726e-01;	4.99627e-01
3.69524e-01;	5.70379e-01;	3.05108e-01;	5.12448e-01
8.05594e-01;	4.57610e-01;	3.94256e-01;	5.12397e-01
7.96259e-01;	6.75180e-01;	5.40731e-01;	4.56094e-01
3.79728e-01;	3.24505e-01;	2.34506e-01;	5.60446e-01
9.64789e-01;	6.03147e-01;	5.67121e-01;	4.94644e-01
2.30118e-01;	5.76633e-01;	4.36143e-01;	4.76258e-01
7.41580e-01;	4.76047e-01;	3.09258e-01;	5.08832e-01
6.62843e-01;	4.96390e-01;	5.15213e-01;	4.80779e-01
7.70517e-01;	7.44936e-01;	5.44078e-01;	5.40192e-01
3.46720e-01;	4.40052e-01;	4.99768e-01;	4.85471e-01
7.85644e-02;	3.65070e-01;	4.88231e-01;	4.70885e-01
3.44975e-01;	6.41397e-01;	4.94322e-01;	5.04451e-01
6.80895e-01;	2.99421e-01;	3.29871e-01;	5.14724e-01
5.76994e-01;	8.87550e-02;	6.55636e-01;	4.99960e-01
4.50146e-01;	3.25563e-01;	5.75570e-01;	5.34126e-01
5.59923e-01;	3.14784e-01;	5.07102e-01;	4.97767e-01
7.07363e-02;	4.83950e-01;	5.57925e-01;	4.92034e-01
6.09802e-01;	3.61316e-01;	6.06466e-01;	4.97482e-01
2.86115e-02;	3.46115e-01;	6.32096e-01;	5.23396e-01
9.70004e-01;	4.38241e-01;	5.62100e-01;	4.98382e-01
8.18293e-01;	5.10957e-01;	3.47203e-01;	4.85855e-01
5.69822e-01;	5.40036e-01;	4.68411e-01;	5.34385e-01
1.51949e-01;	7.64710e-01;	5.64288e-01;	4.62034e-01
9.01624e-03;	3.19673e-01;	4.69685e-01;	5.05782e-01
4.59604e-01;	6.64267e-01;	4.52202e-01;	4.70494e-01
9.67189e-01;	5.19969e-01;	4.49409e-01;	4.40838e-01
9.76109e-01;	4.75967e-01;	6.69691e-01;	4.91744e-01
3.62673e-01;	6.42983e-01;	4.47884e-01;	4.74377e-01
4.51314e-01;	7.18644e-01;	6.13152e-01;	4.68773e-01
7.21463e-01;	6.89936e-01;	3.93621e-01;	4.99616e-01
6.93944e-01;	4.64456e-01;	3.12427e-01;	4.97145e-01
3.16558e-01;	2.60710e-01;	5.94606e-01;	4.85888e-01
1.28381e-01;	3.62249e-01;	3.92486e-01;	5.73954e-01
3.62991e-01;	7.94915e-01;	5.92124e-01;	5.11281e-01
3.53804e-02;	5.41483e-01;	4.37866e-01;	5.62408e-01
2.18304e-01;	4.68315e-01;	6.18832e-01;	4.83605e-01
1.82180e-01;	4.62297e-01;	4.07354e-01;	5.47673e-01
2.08211e-01;	5.95186e-01;	4.34551e-01;	4.69064e-01
3.52570e-01;	6.86748e-01;	4.98098e-01;	5.48384e-01
5.71492e-01;	5.49152e-01;	3.34705e-01;	4.79599e-01
5.46376e-01;	8.10328e-01;	5.90290e-01;	4.85211e-01
4.15805e-01;	4.18682e-01;	3.69957e-01;	5.10292e-01
4.42363e-01;	6.82291e-01;	4.64500e-01;	5.31554e-01
5.33888e-01;	4.92227e-01;	5.36034e-01;	4.57451e-01
3.12366e-01;	7.03723e-01;	4.58592e-01;	4.61729e-01
6.09800e-01;	1.76221e-01;	5.21193e-01;	5.21830e-01
6.06677e-01;	4.88936e-01;	6.33901e-01;	5.31476e-01
1.30739e-01;	3.26240e-01;	3.66651e-01;	5.04991e-01
7.08817e-01;	2.35452e-01;	6.37191e-01;	5.10307e-01
6.74403e-01;	2.19178e-01;	7.06184e-01;	4.56005e-01
4.45672e-01;	8.32393e-01;	5.36879e-01;	5.34059e-01
8.27014e-02;	5.96646e-01;	5.53858e-01;	5.09244e-01
9.33037e-01;	4.08158e-01;	5.12289e-01;	5.08776e-01
5.73082e-01;	3.97769e-01;	5.00086e-01;	4.99844e-01
7.18536e-02;	5.77142e-01;	4.39022e-01;	4.69546e-01
5.23754e-01;	4.38203e-01;	4.34859e-01;	5.41777e-01
